0	 0	 -0.0722887590527534
1	 0	 -0.0720534920692444
2	 0	 -0.0713610947132111
3	 0	 -0.0702499672770500
4	 0	 -0.0687768533825874
5	 0	 -0.0670082718133926
6	 0	 -0.0650120079517365
7	 0	 -0.0628514289855957
8	 0	 -0.0605820789933205
9	 0	 -0.0582507178187370
10	 0	 -0.0558949559926987
11	 0	 -0.0535441786050797
12	 0	 -0.0512205176055431
13	 0	 -0.0489400699734688
14	 0	 -0.0467142611742020
15	 0	 -0.0445507466793060
16	 0	 -0.0424546077847481
17	 0	 -0.0404288731515408
18	 0	 -0.0384752564132214
19	 0	 -0.0365944877266884
20	 0	 -0.0347866564989090
21	 0	 -0.0330514274537563
22	 0	 -0.0313880890607834
23	 0	 -0.0297956634312868
24	 0	 -0.0282730516046286
25	 0	 -0.0268189702183008
26	 0	 -0.0254320669919252
27	 0	 -0.0241108499467373
28	 0	 -0.0228538382798433
29	 0	 -0.0216593649238348
30	 0	 -0.0205258000642061
31	 0	 -0.0194513350725174
32	 0	 -0.0184342600405216
33	 0	 -0.0174727439880371
34	 0	 -0.0165649466216564
35	 0	 -0.0157089773565531
36	 0	 -0.0149029688909650
37	 0	 -0.0141450380906463
38	 0	 -0.0134333372116089
39	 0	 -0.0127659616991878
40	 0	 -0.0121411122381687
41	 0	 -0.0115569252520800
42	 0	 -0.0110116368159652
43	 0	 -0.0105035481974483
44	 0	 -0.0100309494882822
45	 0	 -0.0095922304317355
46	 0	 -0.0091857863590121
47	 0	 -0.0088100740686059
48	 0	 -0.0084637198597193
49	 0	 -0.0081453109160066
50	 0	 -0.0078535526990891
51	 0	 -0.0075872289016843
52	 0	 -0.0073451804928482
53	 0	 -0.0071263308636844
54	 0	 -0.0069297547452152
55	 0	 -0.0067544947378337
56	 0	 -0.0065997675992548
57	 0	 -0.0064648692496121
58	 0	 -0.0063491035252810
59	 0	 -0.0062519307248294
60	 0	 -0.0061729084700346
61	 0	 -0.0061116316355765
62	 0	 -0.0060677663423121
63	 0	 -0.0060411514714360
64	 0	 -0.0060315993614495
65	 0	 -0.0060390955768526
66	 0	 -0.0060637127608061
67	 0	 -0.0061055202968419
68	 0	 -0.0061647850088775
69	 0	 -0.0062417685985565
70	 0	 -0.0063368626870215
71	 0	 -0.0064505748450756
72	 0	 -0.0065834405831993
73	 0	 -0.0067361104302108
74	 0	 -0.0069093080237508
75	 0	 -0.0071038631722331
76	 0	 -0.0073206452652812
77	 0	 -0.0075606298632920
78	 0	 -0.0078249713405967
79	 0	 -0.0081147858873010
80	 0	 -0.0084312763065100
81	 0	 -0.0087758069857955
82	 0	 -0.0091497432440519
83	 0	 -0.0095545649528503
84	 0	 -0.0099917789921165
85	 0	 -0.0104630282148719
86	 0	 -0.0109699312597513
87	 0	 -0.0115141915157437
88	 0	 -0.0120976120233536
89	 0	 -0.0127220079302788
90	 0	 -0.0133892446756363
91	 0	 -0.0141011523082852
92	 0	 -0.0148596437647939
93	 0	 -0.0156666561961174
94	 0	 -0.0165241379290819
95	 0	 -0.0174339693039656
96	 0	 -0.0183981154114008
97	 0	 -0.0194184258580208
98	 0	 -0.0204968117177486
99	 0	 -0.0216350257396698
100	 0	 -0.0228348542004824
101	 0	 -0.0240980982780457
102	 0	 -0.0254264045506716
103	 0	 -0.0268213357776403
104	 0	 -0.0282843615859747
105	 0	 -0.0298168975859880
106	 0	 -0.0314201638102531
107	 0	 -0.0330952703952789
108	 0	 -0.0348430946469307
